intnum	sex	age	Zeitung_W1	TV_W1	Zeitung_W2	TV_W2	Zeitung_W3	TV_W3	Einstellung_W1	Einstellung_W2	Einstellung_W3	Einstellung_Pro1	Einstellung_Pro2	Einstellung_Pro3	Cert1	Cert2	Cert3	Media_Reliance	Disk_Reliance	dim_bildung	dim_x	dim_y	dim_lr	dim_spr
63032	1	55	17	6	2	17	2	17	5	10	10	1.14236567273544	.844695249770885	1.47858125595349	.8	.8	1	.533333333333333	.733333333333333	.4	6.14	1.97	.4	1
63106	1	41	20	-99.99	-99.99	-99.99	 	 	5	7	 	 	-.118017034183547	 	1	1	 	.333333333333333	.2	1	6.035	2.1	0	1
63159	2	29	21	2	2	21	2	30	5	5	5	 	-1.34096379679871	-1.11410028596695	1	.6	1	.733333333333333	.733333333333333	.8	6.67	2.11	-.6	1
63206	1	68	32	2	2	17	 	 	10	10	 	1.65665294935388	1.68791189840231	 	1	1	 	.666666666666667	.3	.6	6.76	2.49	0	1
63251	2	32	13	2	2	30	2	32	10	10	10	1.24517778023138	.972793013226135	.819816532669708	1	1	1	.6	.6	.6	6.91	1.96	0	1
63257	1	73	15	9	9	13	6	15	7	7	6	-.319697150512177	.456045096070396	.525761249640133	1	1	1	.6	.7	.6	6.68	2.57	-.2	1
63350	2	65	31	7	9	31	 	 	5	4	 	-.0263239821202339	.283375767246011	 	1	.8	 	.8	1	.6	5.68	2.11	.4	0
63429	2	30	-99.99	1	6	-99.99	 	 	10	10	 	1.45526938390558	.959644340936941	 	.8	1	 	.466666666666667	.5	.4	6.72	2.61333333333333	.2	1
63490	2	79	32	9	 	 	 	 	3	 	 	-.240797637161047	 	 	.4	 	 	.533333333333333	.5	.2	7.06	2.01	0	1
63512	2	46	32	9	 	 	 	 	8	 	 	.408114107751671	 	 	.8	 	 	.733333333333333	.8	.4	6.8775	2.8075	0	1
63545	1	80	32	1	1	32	2	32	10	10	10	1.86846900115429	1.84071979960347	1.34906108417582	1	.4	.8	.933333333333333	.2	.6	6.135	1.75	.4	1
63566	1	27	20	1	1	15	 	 	6	6	 	.393811695004198	.490053917633247	 	.8	.6	 	.8	.2	1	6.17	1.7	-.2	1
63636	2	47	30	1	2	30	2	15	8	8	10	1.16158026276697	-.377081117281526	.80469339100662	.6	1	1	.533333333333333	.666666666666667	.6	6.14	1.77	0	1
63675	1	52	15	1	1	15	1	15	8	6	6	-.126995878345815	-.314266493318147	-.0151453368455093	.6	.6	.8	.733333333333333	.466666666666667	.6	7.35	2.16	-.2	1
63679	1	63	25	7	7	25	7	25	1	1	1	-2.7729085399101	-2.56458359997207	-2.71641027547585	1	1	1	.866666666666667	.7	1	5.57	2.12	-1	0
63699	2	24	31	-99.99	9	31	3	31	2	1	2	-1.94636198359661	-1.57390445411583	-1.91539477603504	.2	.4	1	.266666666666667	.2	.8	5.875	2.3175	-.8	0
63712	1	54	13	6	2	14	2	14	7	8	8	.748588782494635	.43804701728885	1.0531068733085	.8	1	1	.8	.466666666666667	1	6.39	2.37	.2	1
63738	2	60	-99.99	2	1	32	2	-99.99	10	10	10	1.12734687749225	.180028364964172	1.3388476988099	1	1	1	.466666666666667	.8	.6	7.14	2.52	.6	1
63881	2	39	32	1	1	19	9	32	7	4	6	.628717464387062	.101340370396997	.208505556122287	.8	.8	.6	.6	.2	.6	6.03	2.51	0	1
63969	2	31	31	9	-99.99	30	-99.99	-99.99	10	5	10	1.75407440677505	1.45280532148433	1.80323498204611	1	1	1	.4	.733333333333333	.6	5.34	1.54	.6	0
64014	1	60	30	1	 	 	 	 	5	 	 	.37349861551086	 	 	.8	 	 	.8	.733333333333333	.6	6.34	2.43	0	1
64087	2	28	23	1	2	14	1	23	5	10	8	1.27553798030108	1.64513255619115	1.53739421409462	1	1	1	.866666666666667	.6	.6	7.4	2.58	.8	1
64094	2	57	-99.99	2	2	30	 	 	8	8	 	.330906063979745	.215240303821689	 	1	.8	 	.4	.2	.4	7.39	2.46	.6	1
64178	2	46	15	1	1	15	1	15	8	6	6	-.456493001969027	-.140419749990282	-.0976858433260294	.6	.8	1	.866666666666667	.666666666666667	.4	6.82	2.48	-1	1
64220	2	35	30	8	8	32	8	-99.99	8	8	8	.359738872049159	.193570645330433	.558703989408585	1	1	1	.533333333333333	.2	.6	6.68	2.57	0	1
64241	2	61	33	2	1	30	 	 	8	5	 	.155585928948639	.483305697589062	 	1	.6	 	1	.533333333333333	.2	5.89	1.72	0	1
64251	2	40	18	1	1	18	 	 	8	8	 	1.08751419161361	1.05203473228483	 	1	1	 	.733333333333333	.2	.6	6.64	2.64	0	1
64288	2	57	11	6	 	 	 	 	10	 	 	1.95062685009421	 	 	1	 	 	1	1	.6	6.54	2.44	 	1
64297	2	39	32	1	1	33	 	 	5	5	 	.156273063090637	.0121371858041338	 	 	.6	 	.666666666666667	.666666666666667	1	7.36	2.53	-.2	1
64317	2	50	18	6	6	18	6	18	5	7	5	.238677346998022	-.112178860348743	.168124884400645	.8	.8	1	.733333333333333	.6	.6	6.45	2.46	0	1
64326	1	67	23	2	2	23	2	23	10	10	10	.465136733269914	1.53237251200417	1.05988151100157	.8	.8	.8	.6	.7	.6	7.36	2.53	0	1
64331	1	18	24	7	 	 	 	 	10	 	 	-.287787112935276	 	 	1	 	 	.733333333333333	.466666666666667	.4	5.62	2.14	-.2	0
64352	2	70	15	6	8	15	6	15	5	6	8	 	-.210497080730584	.902272781568045	.6	1	.8	.866666666666667	.3	.6	7.02	2.09	-.2	1
64393	2	87	32	6	2	19	 	 	4	5	 	-.335283044359054	-.384933300718853	 	.8	.6	 	.666666666666667	.2	.8	6.11	2.6	-1	1
64476	2	72	11	9	2	11	 	 	6	2	 	-.508778135285392	-.0502501827059024	 	.4	.2	 	.8	.3	.2	6.47	2.42	-.4	1
64485	2	46	19	1	1	19	 	 	8	10	 	1.24718147435284	2.02532039172927	 	.8	1	 	.733333333333333	.466666666666667	.6	6.06	2.53	0	1
64507	1	59	20	2	1	30	1	20	5	5	6	-.0595935163689433	-.220489578687429	-.0120097970603531	.4	.6	.8	.866666666666667	.2	.6	6.05	2.03	0	1
64660	1	81	13	1	1	13	2	13	5	5	10	.44358483758881	.331429177245354	.495672075486583	1	1	.8	.6	.2	.8	6.82	2.48	.4	1
64668	2	73	-99.99	6	2	15	2	-99.99	7	6	5	-.120901661029349	.941469310289987	-.112651481902725	.8	.6	.6	.6	.2	.6	6.87	2.44	.6	1
64690	2	54	30	2	2	22	2	22	9	7	7	.798221168149921	.43802119739333	.249492213518073	.6	.6	.8	.8	.733333333333333	.6	7.59	1.91	0	1
64718	2	54	26	3	 	 	 	 	8	 	 	-.627652899273747	 	 	1	 	 	1	.666666666666667	1	5.04	1.22	-.2	0
64737	1	31	26	3	3	26	3	26	8	8	8	.61051187849676	.52208768089712	-.214901608589444	1	1	.8	.733333333333333	.4	.6	4.975	1.15	0	0
64747	2	65	33	1	1	15	1	-99.99	6	6	3	 	.134577161896087	-.48841523126243	1	.6	1	.666666666666667	.2	.6	6.82	2.48	-.2	1
64811	2	51	18	-99.99	-99.99	18	 	 	1	1	 	-1.47356743064825	-1.56970537686897	 	.4	1	 	.533333333333333	.2	.8	6.45	2.52	-.4	1
64818	2	53	32	1	2	30	 	 	5	5	 	.2300001013957	-.833259232167541	 	.4	1	 	.733333333333333	.266666666666667	.6	7.16	2.24	-.4	1
64862	1	38	33	5	7	25	3	-99.99	5	 	1	-.200245663756461	.0474956248787437	.017951811314832	.2	.2	.6	.666666666666667	.333333333333333	.8	4.99	1.17	 	0
64885	2	48	31	5	5	30	5	31	9	6	7	.539155424496361	.098910477163185	.0909150472832955	.8	.6	.8	.533333333333333	.6	.6	5.34	1.54	.2	0
64927	2	48	20	2	2	20	 	 	10	10	 	1.14629079243311	1.3813947512523	 	1	1	 	.733333333333333	.6	.6	6.185	2.215	.6	1
64970	1	25	-99.99	-99.99	 	 	 	 	4	 	 	-1.99935399251491	 	 	1	 	 	.2	.733333333333333	.6	4.99	1.17	-1	0
65007	1	61	30	2	1	15	2	30	6	2	3	.0479931872345374	-.961869257059239	.0229962837925974	.8	.8	.8	.733333333333333	.4	1	6.31	2.41	-.4	1
65064	2	44	20	1	6	20	1	20	6	6	4	-.0404225944947488	-.258477809653189	-1.18028628729804	.6	.8	.8	.866666666666667	.6	.6	6.29	2.27	0	1
65145	1	46	30	2	1	23	2	32	8	8	8	-.0498137626028794	.113879922284856	.4240461617557	.8	.8	.8	.733333333333333	.8	.6	7.63	2.52	.4	1
65154	2	58	26	3	7	26	5	26	9	8	 	-.305783733758568	-.209275554832382	1.02919029315421	.6	.8	1	.8	.4	.6	4.99	1.17	0	0
65286	1	38	23	6	6	23	1	23	7	7	8	-.28304939998557	-.135508132354534	-.0200790042373005	1	.6	1	.866666666666667	.533333333333333	.8	7.6	2.44	.4	1
65296	1	75	20	6	6	20	6	20	8	9	10	1.02734370552101	.807599528596661	.722962786191367	1	1	1	.933333333333333	.5	.4	5.7525	1.9675	0	1
65328	1	47	30	1	1	21	1	-99.99	1	5	5	-.904781299780267	.273360348468627	.542693224404026	.4	.2	.2	.6	.2	.6	6.35	2.11	0	1
65420	2	36	15	1	 	 	 	 	7	 	 	.345998553307117	 	 	.6	 	 	.866666666666667	.533333333333333	.6	6.82	2.48	-.8	1
65591	1	40	-99.99	2	 	 	 	 	7	 	 	-.0576819236302033	 	 	.8	 	 	.4	.2	.6	7.47	2.51	.4	1
65631	2	40	30	2	1	30	6	-99.99	5	10	10	1.06157546409401	1.07567947457296	1.00182918389181	1	1	1	.666666666666667	.4	.6	6.42	2.06	 	1
65641	2	59	32	2	2	30	2	32	8	10	5	1.02723176784486	1.48407828380339	1.14143556893489	1	1	.8	.8	.866666666666667	.6	6.84	1.86	-.2	1
65651	2	55	24	9	3	24	5	24	10	10	10	1.30044087887789	1.31511318010415	.869418220898901	1	1	1	.933333333333333	.4	.6	5.78	1.83	0	0
65681	2	46	30	1	1	30	1	30	10	10	10	1.51471780346725	1.27827652790233	.454185115078176	1	1	1	.8	.333333333333333	.6	6.38	1.95	.6	1
65697	2	54	30	1	1	31	2	30	9	5	7	.595122576238377	1.57411512463031	.801764215505775	1	.8	1	.733333333333333	.5	.2	5.91	1.9	.6	1
65700	1	50	15	2	1	15	 	 	3	3	 	-1.7424788596445	-.953705149864136	 	.6	.8	 	.933333333333333	.6	1	6.81	2.69	-.2	1
65786	1	77	14	6	6	13	1	25	1	1	1	-1.02558859775116	-1.40332101161088	-.801019310166862	.8	.8	1	.866666666666667	.3	.8	5.78	1.83	.4	0
65858	1	71	32	2	6	32	2	32	7	7	5	.71238701489255	.604988418388678	.139772604147898	.6	.8	.4	.733333333333333	.4	.6	5.81	1.88	-.4	1
65890	1	72	24	7	8	26	7	24	7	7	6	.812451154718374	.78448437862923	.907105568669287	1	1	.8	.933333333333333	.9	.6	4.95	1.14	.2	0
65906	2	53	30	2	2	32	 	 	6	8	 	.266452298003753	.0719855945188884	 	.8	1	 	.933333333333333	.3	.6	6.24	2.57	0	1
65934	2	39	13	-99.99	-99.99	13	6	13	4	8	8	.39303656174056	.523865536437565	-.00567038558260513	.8	1	1	.6	.533333333333333	.8	6.67	2.51	.4	1
65974	2	42	32	2	 	 	 	 	 	 	 	.452087355721637	 	 	1	 	 	.933333333333333	.2	.6	7.38	2.61	0	1
66006	2	22	23	1	1	23	1	23	4	1	4	-1.52986453398489	-1.63163120147694	-1.56311193033009	1	.8	1	.8	.533333333333333	.6	7.25	2.59	-.2	1
66080	2	39	30	2	2	-99.99	2	-99.99	4	8	2	-1.17084234117491	-.0635266919298896	-1.23357672726217	.8	1	1	.6	.6	.6	7.58	2.43	.8	1
66114	2	29	21	2	 	 	 	 	10	 	 	-.0291121670798852	 	 	1	 	 	.666666666666667	.933333333333333	.6	6.42	2.29	0	1
66160	2	43	22	1	2	22	2	22	4	8	9	.26412939733841	-.133772991947454	.566050957385758	1	.8	1	.666666666666667	.2	.6	7.18333333333333	2.09333333333333	0	1
66171	1	41	15	2	2	15	 	 	10	7	 	1.29040973139465	.95489876764936	 	1	1	 	.733333333333333	.933333333333333	1	7.1	2.61	0	1
66282	2	70	15	2	2	15	2	15	5	1	1	-.882281885947797	-1.61599251607286	-1.02710710738373	1	1	.6	.866666666666667	.5	.6	6.74	2.52	0	1
66289	2	55	31	7	 	 	 	 	1	 	 	 	 	 	1	 	 	.466666666666667	.6	.6	5.64	1.88	-.2	0
66347	2	78	32	2	6	30	6	30	5	10	10	-.0592391935306177	.886088746337115	1.32624582053154	1	1	.6	.866666666666667	.2	.2	6.93	2.55	.6	1
66351	1	24	-99.99	-99.99	-99.99	-99.99	 	 	5	8	 	-.742610428196363	.329446993740229	 	1	1	 	.2	.733333333333333	.6	6.11	2.67	-.8	1
66364	1	79	30	2	2	30	2	31	10	8	5	.964880610209256	.638213468232533	.633887218624021	1	1	.6	.666666666666667	.9	.6	6.08666666666667	2.34	.6	1
66434	2	60	15	6	6	15	6	15	4	3	1	-.432544984369262	-.723970992139317	-1.15818267530361	.6	.8	.8	.866666666666667	.6	1	6.84	2.38	-.2	1
66437	2	32	14	8	2	11	2	11	10	9	8	.99198160381343	1.82956192054232	.760402345993424	1	1	1	.866666666666667	.6	.6	6.84	2.38	.6	1
66450	2	61	19	6	6	19	6	19	5	6	1	-.027840534785168	-.311699720605455	-.865899407202458	.4	.2	1	1	.8	.4	6.1	2.63	0	1
66528	1	26	25	9	7	25	3	32	4	7	3	-1.1861634093586	-.971906890020856	-1.04307102198521	.8	.6	.4	.466666666666667	.6	.4	4.99	1.17	-.4	0
66529	2	28	31	3	9	26	5	26	7	7	7	-.428614373409414	-.0647169162622952	-.185683521121335	.6	.8	1	.733333333333333	.333333333333333	.6	4.99	1.17	.2	0
66552	2	19	15	-99.99	1	15	 	 	1	1	 	 	-.818067284511674	 	.4	.4	 	.466666666666667	.733333333333333	.4	6.64	2.6	-.6	1
66575	2	69	30	2	6	15	1	15	4	6	4	.0477714244377644	-.194224459945053	.565379245697472	.8	.8	.8	.8	.4	.4	6.82	2.48	.2	1
66589	1	67	32	6	2	32	 	 	5	1	 	-1.10294761550569	-2.03587719379363	 	1	.8	 	.466666666666667	.8	1	6.05	2.03	-.2	1
66612	2	75	21	1	1	21	 	 	8	2	 	1.01957224955451	-1.25437133092579	 	1	.6	 	.866666666666667	.6	1	6.37	2.28	.4	1
66625	2	53	25	5	5	25	7	24	5	5	7	-.82858870855609	-.588202011645985	-.017051914568446	.4	.4	.6	.666666666666667	.333333333333333	.6	5.94	1.19	.4	0
66656	2	82	32	1	1	19	1	19	10	8	4	 	.677965697237798	-.729850566412804	.6	.6	.8	.733333333333333	.4	1	6.14	2.6	0	1
66671	1	73	32	1	2	30	2	30	7	7	7	-.0506893639522123	-.300459277175175	-.350146429108579	.8	.8	.6	.8	.6	.6	7.26	2.56	.2	1
66685	2	28	32	1	1	30	1	30	6	4	3	-1.08682691950036	-1.40884725790889	-.564058907702609	.6	.6	.8	.6	.6	.6	5.97	1.99	-.4	1
66691	2	45	18	6	 	 	 	 	5	 	 	1.95828529331419	 	 	1	 	 	.6	.8	.6	6.56	2.31	0	1
66708	1	55	20	2	2	30	6	20	8	10	10	.283943743258368	.424663457206797	1.10673440765613	1	1	1	.866666666666667	.733333333333333	1	6.455	1.7625	.4	1
66732	2	31	18	2	2	18	2	30	2	2	3	-.678329711842167	-.787564296635959	-1.42838498305591	.8	.8	1	.8	.6	.6	6.68	2.57	-.4	1
66750	1	22	15	1	 	 	 	 	8	 	 	-.0181606886403016	 	 	.8	 	 	.8	.333333333333333	.8	7.63	2.52	.2	1
66773	1	19	15	6	6	15	-99.99	15	2	3	1	-1.71486716682438	-1.01704360623083	-1.34471124348612	.6	.4	.8	.533333333333333	.3	.8	6.82	2.48	-.4	1
66825	1	23	15	8	2	15	8	15	5	2	5	-.849939048912742	-1.24072676810382	.219305834159037	1	.8	.6	.533333333333333	.866666666666667	.6	6.82	2.48	-1	1
66842	1	73	30	2	1	30	2	32	7	8	8	-.318148635001665	.146310345248184	-.136637010217489	.8	1	1	.933333333333333	.4	.6	6.065	2.425	0	0
66852	2	33	32	8	2	30	 	 	8	8	 	.750525887449046	.917554961856402	 	1	1	 	.8	.7	.6	6.76	2.21	.4	1
66872	2	52	-99.99	2	2	-99.99	2	-99.99	10	9	10	.49867955717748	1.12107657047411	1.00588757283377	1	.8	1	.666666666666667	.266666666666667	.6	6.74	2.54	-.2	1
66876	1	50	31	7	 	 	 	 	5	 	 	1.47244073538878	 	 	1	 	 	.733333333333333	.8	.2	5.59	1.21	.8	0
66884	1	36	-99.99	-99.99	-99.99	30	-99.99	-99.99	10	10	10	1.86437688321122	2.08859098072586	2.25215381936567	1	1	1	.2	1	.6	5.81	1.79	0	1
66916	1	44	18	2	2	18	2	18	8	8	4	.331004850637221	.467899600278972	.183908211302938	1	.8	.8	.8	.266666666666667	.6	6.43	2.63	0	1
66934	1	37	21	6	 	 	 	 	7	 	 	-.465850923264008	 	 	1	 	 	.933333333333333	.466666666666667	1	6.66	2.07	0	1
67011	2	55	20	2	6	20	2	20	10	10	10	 	1.28330665783123	.654955561041908	1	1	1	.866666666666667	.6	.6	5.97	1.99	 	1
67037	2	48	-99.99	-99.99	5	31	 	 	8	8	 	.137683512903921	.623921626992194	 	.4	.8	 	.333333333333333	.733333333333333	.6	5.4	1.55	0	0
67038	2	39	32	5	5	19	 	 	2	5	 	-1.46719744546538	-1.15608743230198	 	1	.8	 	.866666666666667	.466666666666667	.8	5.92	2.47	.4	0
67039	2	44	-99.99	9	 	 	 	 	8	 	 	.873150367789733	 	 	1	 	 	.533333333333333	.2	.6	5.92	2.47	-1	0
67045	1	58	15	2	2	15	2	15	6	8	6	-1.44739118429803	-1.40844706515812	-.970356764040694	.6	.8	.8	.666666666666667	.6	1	6.92	2.65	-1	1
67057	1	78	30	1	1	30	1	30	5	10	3	 	.706222369584478	1.09257102418866	1	.8	1	.8	.6	.6	6.06	2	.6	1
67089	1	26	20	2	2	20	 	 	1	6	 	-.181444654795178	.0685272423814001	 	.8	.6	 	.8	.2	.6	6.16	2.06	.2	1
67098	1	43	32	2	2	15	2	15	10	10	10	.898780767173298	1.31579920627616	1.46188994152118	1	1	1	.733333333333333	.9	.6	7.28	2.74	1	1
67105	1	25	14	1	6	14	1	14	1	1	1	-2.08603147941877	-1.85843434566533	-2.41876624848303	1	1	1	.933333333333333	.733333333333333	.8	6.11	2.67	-.8	1
67136	1	50	25	3	3	25	3	25	1	1	2	-1.96614695234199	-1.59927714523697	-1.8445402081854	1	1	.8	.666666666666667	.733333333333333	.8	5.86	2.22	-.6	1
67170	1	59	32	2	2	30	2	32	10	10	10	.357438384903491	.807575235767459	1.1067060680715	1	1	1	.866666666666667	.466666666666667	1	5.89	2.17	0	1
67240	1	20	19	1	 	 	 	 	7	 	 	-.477213768975749	 	 	1	 	 	.8	.666666666666667	.8	6.11	2.67	-1	1
67252	1	70	13	1	 	 	 	 	7	 	 	-.0582321935859675	 	 	.8	 	 	.933333333333333	.5	.6	5.97	1.99	0	1
67314	2	28	18	1	 	 	 	 	8	 	 	.418770915290221	 	 	.8	 	 	.866666666666667	.266666666666667	.6	6.66	2.53	.2	1
67328	1	32	23	1	1	23	9	23	8	8	8	-.145377618650224	-.257645599029535	-.0730544774007752	.8	.8	.8	.8	.4	1	7.46	2.54	.4	1
67365	1	34	22	2	 	 	 	 	10	 	 	.502543491120974	 	 	1	 	 	.6	.6	.6	7.63	2.02	.6	1
67410	2	48	-99.99	9	1	15	1	-99.99	10	10	10	.996838641152201	-.030763127155128	.548687842724822	1	1	1	.733333333333333	.6	.8	6.34	2.43	1	1
67469	1	89	15	2	2	15	 	 	4	4	 	 	.515757712583254	 	.8	1	 	.666666666666667	.3	.6	6.82	2.48	.4	1
67471	1	63	33	2	 	 	 	 	2	 	 	 	 	 	1	 	 	.466666666666667	.6	.6	6.82	2.48	-.4	1
67557	1	79	21	1	2	21	2	21	5	1	5	-.380962513180101	-1.00998480838654	-.480515062938129	1	1	.8	.666666666666667	.6	1	6.82	2.22	0	1
67558	1	59	31	7	7	31	 	 	8	10	 	.624335355300213	1.2355579857778	 	1	1	 	.666666666666667	.6	.8	5.24	1.48	1	0
67617	1	77	20	2	2	20	2	20	10	9	9	.521325827337236	.272155847578743	.749048704960773	.8	.8	1	.933333333333333	.9	.6	6.19	2.05	0	1
67627	1	64	31	3	9	31	5	24	10	10	10	.277513840438041	.134310756145019	.684944024910219	1	.8	1	.933333333333333	.5	.4	5.55	1.51	0	0
67693	1	74	31	5	 	 	 	 	7	 	 	 	 	 	.6	 	 	1	.7	1	5.355	1.545	.4	0
67702	2	27	21	6	6	16	6	21	7	3	5	-.0574208815274364	-.900661960678672	-1.0486652436575	1	1	.6	.533333333333333	.466666666666667	.6	7.46	2.54	-.2	1
67732	2	65	15	2	2	32	2	32	5	6	7	-.197811564889159	-.000466735940638695	.340706682946039	.8	.8	.6	.666666666666667	.5	.6	6.8	2.64	-.2	1
67759	2	56	15	2	2	15	2	15	5	4	5	-.112309963331616	.187423776836884	-1.47092452303956	.6	1	.8	.8	.666666666666667	.6	6.88	2.53	0	1
67777	2	64	-99.99	2	2	-99.99	 	 	10	8	 	.168168357624704	.864274453448186	 	1	.8	 	.733333333333333	.2	.6	5.84	2.19	1	1
67808	2	82	30	6	2	-99.99	1	-99.99	6	7	7	-.413283670106267	.0430570940977354	-.683318152156817	.8	.8	.4	.533333333333333	.2	.6	6.13	2.11	.6	1
67862	2	46	15	-99.99	1	15	1	15	10	10	10	1.92486481206422	.410813143797084	.675469804714948	1	1	1	.6	.533333333333333	.6	6.79	2.71	0	1
67871	2	49	31	5	7	31	5	-99.99	1	1	1	-2.25367359842257	-2.16646529321507	-2.07766294039226	1	1	1	.4	.733333333333333	.2	4.99	1.17	-1	0
67894	2	38	19	1	 	 	 	 	1	 	 	-1.70933322466651	 	 	1	 	 	.533333333333333	.733333333333333	.6	6.17	1.24	-1	1
67915	1	74	13	2	2	14	2	14	8	7	7	-.421800841362907	-.345508360970855	-1.54250479523998	1	1	1	.666666666666667	.9	1	6.82	2.48	.4	1
67921	1	41	30	2	8	32	 	 	2	2	 	-1.30580419999875	-1.14900029094697	 	1	1	 	.666666666666667	.266666666666667	1	5.86	2.22	-.4	1
67933	2	50	25	3	 	 	 	 	2	 	 	 	 	 	.6	 	 	.733333333333333	.2	.6	5.39	1.55	-.2	0
67958	1	19	25	5	3	25	7	25	1	1	1	-2.55516247030483	-1.91776907168143	-2.03474154015041	1	1	1	.866666666666667	.466666666666667	.8	5.34	1.54	-.4	0
67962	2	78	20	1	2	32	1	20	5	5	5	.300054184542854	-.243151041351816	-.290191681814021	1	.2	.6	.866666666666667	.8	.6	6.12	1.82	0	1
68109	1	68	15	2	 	 	 	 	5	 	 	-.812703338454548	 	 	1	 	 	.933333333333333	.3	.6	6.41	1.39	-1	1
68110	2	42	30	2	2	18	1	-99.99	5	8	5	.210276250692276	.0428710647535621	-.00666575395720351	1	.8	1	.866666666666667	.6	.6	6.61	2.56	-.2	1
68118	1	81	-99.99	-99.99	2	-99.99	2	-99.99	1	1	5	.662146524406572	-1.47267214867523	.728961512941508	1	1	1	.266666666666667	.5	1	5.31	1.75	1	0
68129	1	66	30	1	1	18	 	 	8	4	 	-.961876698727133	.0150444928453328	 	1	1	 	.8	.4	.6	6.59	2.58	-.2	1
68228	2	50	30	9	1	30	1	30	1	2	1	-1.27345185044011	-.944573887664472	-1.22284755617654	1	.8	1	.933333333333333	.6	.6	6.82	2.48	-.2	1
68267	1	49	30	5	5	31	5	31	8	8	10	.939165296253477	1.05308683069435	1.17582965671771	1	.8	1	.733333333333333	.6	.6	5.27	1.86	-.6	0
68314	1	62	16	1	1	16	1	16	5	6	7	-.378543490827065	-.499032321098087	-.447238527956736	.8	.8	.6	.666666666666667	.2	.4	7.58	2.46	0	1
68335	1	30	11	2	 	 	 	 	5	 	 	-.383353039763158	 	 	.8	 	 	.866666666666667	.333333333333333	.6	7.1	2.61	.2	1
68363	1	26	26	9	 	 	 	 	10	 	 	.0149482578067489	 	 	.8	 	 	.866666666666667	.266666666666667	.6	4.96	1.18	-.2	0
68375	2	26	11	1	6	18	1	17	4	6	5	.0115971151832174	-.070564505614889	-.138323249762941	1	.8	1	.6	.666666666666667	.6	6.61	2.62	.4	1
68412	2	43	32	1	1	21	1	21	6	10	8	-.0782354319738401	.732802614263009	.754283971691011	.6	1	1	.8	.2	.6	6.55	1.81	0	1
68430	2	54	31	9	9	30	5	31	4	7	5	 	-.289069843678253	-.107159342521692	.6	1	.4	.8	.2	.6	5.16	1.48	0	0
68432	2	47	20	1	2	20	 	 	8	10	 	.540209819803723	.918755864113588	 	1	1	 	.8	.2	.6	6.09	2.01	0	1
68452	1	23	13	6	6	15	 	 	1	2	 	-.520398158240138	-1.14217257076344	 	1	1	 	.733333333333333	.2	.8	7.06	2.8	-.4	1
68457	2	66	32	2	2	30	 	 	5	1	 	-.650246796825861	-.619615718535499	 	1	.8	 	.8	.3	.8	6.8775	2.8075	-.4	1
68483	2	27	-99.99	1	 	 	 	 	1	 	 	-1.43530061307172	 	 	1	 	 	.466666666666667	.2	.4	6.88	2.53	.2	1
68660	1	30	32	-99.99	 	 	 	 	10	 	 	.363758126904221	 	 	1	 	 	.6	.466666666666667	1	6.09	2.28	.2	1
68685	1	55	15	2	2	15	2	15	6	8	10	.148243456158736	-.1294166005479	1.21038782620721	.6	1	1	1	.6	.4	6.89	2.55	.2	1
68745	2	72	19	1	2	19	-99.99	19	5	5	4	-.531229734189702	-.913110082294605	-1.28646395928755	.2	.8	.8	.6	.5	.6	6.11	2.67	-.2	1
68778	2	41	30	2	2	30	1	30	7	5	9	.542735649513433	.754733434533289	.900725674381021	.6	.6	1	.866666666666667	.5	.6	6.96	2.45	-.2	1
68785	2	60	31	3	3	31	3	31	2	1	1	 	-.408913687448912	-2.26715894396448	.8	.8	1	.666666666666667	1	.6	5.39	1.55	-1	0
68846	2	87	30	1	1	31	 	 	6	7	 	-.12549982306906	.375432563798531	 	1	.6	 	.8	.4	.6	5.86	2.22	.6	1
68862	1	73	20	1	1	18	1	32	10	8	8	.537574957104016	.262695599976159	.431599338102262	1	1	.6	.733333333333333	.4	.6	6.3	2.255	.4	1
68889	1	24	32	3	3	31	5	32	3	4	7	-.517272095239252	-.221098065854111	-.768138116685133	.8	.8	.8	.866666666666667	.333333333333333	.6	5.76	1.84	0	0
68931	1	18	15	-99.99	-99.99	15	-99.99	15	2	1	2	-1.65523250481219	-2.04001419503905	-1.54155340183891	.6	.8	.8	.6	.333333333333333	.2	6.82	2.48	-.4	1
69042	2	57	25	9	 	 	 	 	1	 	 	-1.19377930858232	 	 	1	 	 	.733333333333333	.6	1	5.74	2.13	-.4	0
69048	1	56	14	6	1	13	 	 	10	10	 	.666922226414519	.705920934689571	 	1	1	 	.6	.866666666666667	1	6.23	2.28	.6	1
69066	2	30	30	9	1	30	 	 	6	7	 	.118465051817165	.746566742876184	 	.6	.8	 	.466666666666667	.2	.6	7.08	2.63	-.4	1
69073	1	28	20	-99.99	-99.99	20	-99.99	20	3	2	6	-.73513556205867	-1.19067728116118	-.774965941390086	.8	.6	.6	.266666666666667	.2	.8	6.265	2.255	.2	1
69094	2	54	32	1	1	30	1	30	5	6	5	.648978285176273	.33170241525099	.201392831671023	1	1	1	.533333333333333	.333333333333333	.6	6.97	2.61	0	1
69145	2	81	-99.99	6	2	17	2	15	8	5	5	.0998784852474925	.13046119500579	-.217080194067315	.4	.8	.4	.533333333333333	1	.6	6.82	2.48	-.2	1
69162	2	44	21	2	2	21	2	21	10	5	8	.408983966327348	.339601517181714	.458167899002989	1	.8	.8	1	.6	.6	6.66	2.19	0	1
