intnum	sex	age	Zeitung_W1	TV_W1	Zeitung_W2	TV_W2	Zeitung_W3	TV_W3	Einstellung_W1	Einstellung_W2	Einstellung_W3	Einstellung_Pro1	Einstellung_Pro2	Einstellung_Pro3	Cert1	Cert2	Cert3	Media_Reliance	Disk_Reliance	dim_bildung	dim_x	dim_y	dim_lr	dim_spr
69203	1	38	20	2	2	-99.99	 	 	5	7	 	-.547666764178666	-.380578632007541	 	.6	.6	 	.733333333333333	.466666666666667	.6	6.265	2.255	-.4	1
69236	1	41	19	6	6	19	6	19	3	3	2	-1.36244924609883	-1.06044259907538	-1.37883710016243	.8	1	1	.866666666666667	.6	1	6.14	2.6	.2	1
69248	1	28	31	-99.99	9	32	5	32	2	3	6	-1.16984523155849	-.822674893636907	-.964375955502714	.4	.4	.6	.333333333333333	.533333333333333	1	5.31	1.75	 	0
69270	1	49	17	1	2	33	1	17	9	8	8	1.2288340902156	.768196900821086	.800983638253759	1	.8	1	.8	.666666666666667	.6	7	2.39	.2	1
69296	2	77	31	3	 	 	 	 	4	 	 	-.38569536201181	 	 	1	 	 	.466666666666667	.4	.6	5.71	2.12	0	0
69311	2	37	-99.99	1	1	-99.99	 	 	8	9	 	.622642167675776	.778246221370214	 	1	1	 	.666666666666667	.2	.6	6.43	2.62	0	1
69366	1	79	13	1	-99.99	13	 	 	10	8	 	.29639409307503	.0645048945669621	 	1	1	 	.8	.6	1	7.59	1.91	.6	1
69379	2	35	32	2	2	30	2	30	10	8	8	1.30044087887789	1.49057432760221	.561460577234249	1	1	1	.6	.466666666666667	.6	6.715	2	.4	1
69384	1	41	13	6	1	13	 	 	8	10	 	.631583548768447	.597818442577023	 	1	1	 	1	.8	.6	6.69	2.55	0	1
69455	1	46	13	2	1	13	 	 	5	8	 	.396826734202082	.973531582581558	 	1	1	 	.733333333333333	.466666666666667	.6	6.82	2.48	-1	1
69527	1	46	13	2	6	11	 	 	7	10	 	1.26744996735451	1.6525216734311	 	.8	1	 	.8	.533333333333333	.6	6.675	2.32	0	1
69576	2	82	15	2	2	32	9	30	5	5	5	 	-.416553823423515	-.376434149660244	.6	.6	1	.866666666666667	.3	.6	6.82	2.48	0	1
69626	1	32	15	2	2	15	2	15	6	8	7	-1.28345787033549	-1.3577188738652	-.944750953918205	1	1	1	1	.333333333333333	1	6.96	2.45	.2	1
69653	2	39	20	1	2	20	1	20	4	3	4	 	-1.31593309089244	-1.64227196903324	.6	.8	.6	.933333333333333	.466666666666667	.8	6.125	2.205	-.6	1
69791	1	53	25	9	5	25	5	32	2	4	1	-.901948156557524	-1.44301780757246	-1.31475436171842	1	1	.8	.733333333333333	.733333333333333	.8	5.94	2.36	-.4	0
69816	2	51	33	3	 	 	 	 	3	 	 	-.464158564977887	 	 	.8	 	 	.533333333333333	.666666666666667	.8	5.78	1.83	-.2	0
69821	2	22	25	3	3	25	3	25	1	2	2	-1.99215095926898	-1.54394450320924	-2.10921325602055	.8	.8	.8	.733333333333333	.666666666666667	.8	6.02	2.44	0	0
69824	1	40	30	1	9	33	1	32	7	7	8	1.05385846880693	1.41328392110321	1.70575126750093	1	1	.8	.733333333333333	.6	.8	7	2.28	.4	1
69919	1	67	31	9	5	31	5	31	1	2	4	-2.10855910207652	-1.87998399042452	-1.95045953331313	1	1	1	.6	.8	.6	5.68	2.32	-.4	0
69923	1	44	31	3	5	31	5	31	6	6	6	-.189321846676706	.384639325766874	-.00576756358710733	.8	.8	.8	.733333333333333	.533333333333333	.8	5.84	1.1	.2	0
69937	2	29	15	1	 	 	 	 	6	 	 	-.894610961190473	 	 	.8	 	 	.733333333333333	.2	.8	6.71	2.45	-.4	1
69958	1	58	23	2	2	23	2	23	7	6	8	.652939227626232	.0120348605233333	.152197509382124	.8	.8	.8	.733333333333333	.466666666666667	.6	7.46	2.54	.2	1
70216	2	29	-99.99	2	2	-99.99	2	-99.99	8	8	9	.611347112057707	.522442248946436	.653408785394964	1	1	.8	.666666666666667	.2	.6	6.09	1.91	-.4	1
70252	1	26	18	2	2	18	2	18	4	8	5	.846710867353762	.875002360374385	1.05444419554608	.6	1	1	.933333333333333	.733333333333333	.8	6.47	2.42	.6	1
70494	1	24	12	6	1	-99.99	6	-99.99	8	5	4	-.974493104721605	-1.01770133285697	-1.1248769694696	.8	.6	.6	.733333333333333	.533333333333333	.4	6.05	2.075	0	1
70533	1	43	30	1	1	30	2	30	7	9	7	.994475420908749	.987709823330577	.877862574692831	.8	.8	.8	.4	.4	.6	7.6	2.44	0	1
70958	1	35	25	5	3	25	3	31	2	2	4	-1.0091719617268	-.913331166835207	-.789556710625889	.8	.8	.8	.6	.533333333333333	.6	5.39	1.55	-.4	0
71874	1	33	-99.99	-99.99	3	-99.99	3	31	10	10	10	1.11389328265216	1.28330665783123	1.59766502853961	1	1	1	.2	.2	.6	5.3	1.62	.8	0
71909	2	28	17	1	 	 	 	 	10	 	 	1.14247254779751	 	 	1	 	 	.8	.8	.6	6.82	2.48	.6	1
71931	1	31	31	7	8	32	3	-99.99	6	4	5	-.867639819278609	-.605186444862915	-.556096212994722	.6	.6	.6	.533333333333333	.333333333333333	.6	5.77	1.74	-.4	0
72010	2	30	-99.99	5	5	24	5	24	5	5	5	-.274843763973703	-.178234593424463	.345831526981086	.2	.6	.6	.6	.333333333333333	.8	5.59	1.25	0	0
72097	1	36	20	2	2	20	 	 	8	10	 	.178946511897074	1.11868078517583	 	1	1	 	1	.266666666666667	.6	6.09	1.91	.6	1
72469	1	41	13	2	8	14	8	13	10	10	10	1.77991543817483	1.72453917466878	2.04761642256247	1	1	1	.733333333333333	.6	.8	6.84	2.38	.8	1
72620	1	38	-99.99	2	2	-99.99	2	30	8	7	6	.940329227208609	.845757860574927	.565717543385623	1	1	.8	.666666666666667	.266666666666667	1	6.12666666666667	1.90333333333333	.2	1
72845	1	32	21	2	 	 	 	 	8	 	 	.5170670954678	 	 	1	 	 	.8	.333333333333333	.6	6.64	2.15	.4	1
72913	2	29	15	1	1	15	1	15	1	1	1	-1.79874744946501	-1.63733211681073	-1.51805504304713	1	1	1	.533333333333333	.666666666666667	1	6.82	2.48	-.6	1
73205	1	25	25	3	-99.99	31	-99.99	25	1	5	8	.0877570927503828	-.159170671979931	.122372760753688	.6	.4	.8	.733333333333333	.6	.6	4.98	1.13	-.2	0
73680	2	28	32	1	 	 	 	 	6	 	 	.59962447513149	 	 	.8	 	 	.8	.466666666666667	.6	6.97	2.61	0	1
73721	1	35	32	2	2	17	2	17	2	1	1	-1.84679990560618	-1.88066111660235	-1.78700017299278	.6	.8	.8	.6	.2	.8	5.96	1.94	-.8	1
73955	2	32	19	1	1	19	 	 	6	8	 	-.153623423749651	-.281992318000443	 	1	1	 	.733333333333333	.666666666666667	.6	6.13	2.63	0	1
74123	2	30	-99.99	1	 	 	 	 	7	 	 	.552253067976489	 	 	1	 	 	.6	.6	.6	6.82	2.48	0	1
74138	2	30	15	1	9	15	9	33	9	8	8	.602168502195885	.38472488158825	.35851818434424	.6	.8	.8	.733333333333333	.333333333333333	.6	6.82	2.48	0	1
74231	2	37	30	2	2	30	 	 	10	10	 	1.53638843360126	1.23778210531196	 	1	1	 	.533333333333333	.2	.6	7.16	2.31	-.2	1
74295	1	36	-99.99	3	7	24	5	31	1	1	1	 	-1.54514760804848	-.805213362995682	1	1	1	1	.2	.6	5.76	1.82	-1	0
74421	2	33	15	1	1	32	 	 	1	1	 	-1.10035767901911	-2.6972897022244	 	1	1	 	.6	.533333333333333	1	5.97	1.99	-1	1
74482	1	33	-99.99	-99.99	-99.99	-99.99	 	 	8	7	 	 	.0126251037345862	 	1	1	 	.266666666666667	.2	1	7.28	2.53	.6	1
74540	2	29	19	2	2	19	2	19	1	4	1	-1.02654627262463	-.277174864405336	-1.08379602744749	1	.6	.6	.8	.2	1	6.14	2.6	-.8	1
74613	2	29	-99.99	-99.99	2	15	6	13	5	5	6	-.0767129150473318	-.0924907194887757	-1.43321752073915	.6	.6	.6	.333333333333333	.666666666666667	.8	6.86	2.56	.2	1
74702	1	36	13	2	1	14	2	13	7	7	6	.0744252380653742	-.0225100348716223	.270283155166043	1	1	.8	.866666666666667	.466666666666667	.8	6.82	2.48	-.4	1
75163	1	34	23	1	6	23	6	23	1	5	5	-1.38596912684929	-.619143021399132	-.23310598649067	1	.6	.6	1	.733333333333333	.4	7.36	2.53	0	1
75287	1	37	15	1	-99.99	15	-99.99	-99.99	5	5	6	-.487267283834527	.167140661635965	.316646807744908	1	1	.8	.666666666666667	.266666666666667	1	6.975	2.275	0	1
75335	1	43	-99.99	1	 	 	 	 	10	 	 	1.51858213718935	 	 	1	 	 	.533333333333333	.8	.6	6.77	2.54	0	1
75342	1	40	15	2	6	15	 	 	7	8	 	.766363171227135	.334896058369222	 	.8	.8	 	.6	.6	.8	7.03666666666667	2.30333333333333	0	1
76007	1	29	-99.99	1	1	19	1	-99.99	8	10	10	1.08825833593542	.772838976083643	1.29914597785223	1	1	1	.6	.666666666666667	.8	6.15	2.63	0	1
76136	2	31	31	5	7	31	7	31	6	4	3	-1.48912303478002	-.492136858029924	-.714603312647865	.2	.8	.8	.733333333333333	.333333333333333	.6	5.56	1.525	-.2	0
76145	1	34	32	2	1	30	 	 	8	8	 	.316074478107909	-.0883919636017804	 	1	1	 	.733333333333333	.266666666666667	.6	5.89	2.16	0	1
76789	1	35	26	8	7	26	-99.99	26	5	4	5	.0282948376781402	-.0486257302882162	.15465010136735	1	.8	1	.8	.2	.6	4.96	1.18	0	0
76926	2	18	31	3	5	25	5	25	3	3	3	-.930419520083896	-1.15779773623777	-.639127694574692	.4	.6	.8	.6	.2	.8	4.99	1.17	-.2	0
76929	1	26	18	6	6	18	6	18	8	9	9	1.34843325563967	1.36028657323704	1.44143076477342	.8	1	1	.733333333333333	.2	.6	6.7	2.52	.4	1
76972	1	35	30	2	2	32	 	 	5	8	 	.0384604857566787	.284480470896833	 	.8	1	 	.666666666666667	.333333333333333	.6	6.81	2.69	.4	1
76989	1	32	24	3	5	-99.99	5	-99.99	6	6	6	-.290686576181536	-.506275131910194	-.20558401766793	.8	.8	.8	.6	.6	.6	5.27	1.86	0	0
77222	1	28	11	8	8	17	8	30	6	7	8	.384798888870174	.945770707886155	1.15535699999522	.8	.8	.8	.8	.4	.6	6.82	2.64	.4	1
77457	1	23	31	3	9	31	9	31	2	3	1	.144610080681673	-1.19699345917021	-1.53340635411603	.6	.8	1	.533333333333333	.266666666666667	.8	5.39	1.55	-.6	0
77795	2	47	-99.99	6	6	-99.99	2	-99.99	10	5	5	.70733920604719	.0668332482758693	.722437820369582	.6	1	1	.733333333333333	.466666666666667	.6	6.82	2.48	0	1
78002	1	37	22	-99.99	2	22	2	22	5	4	6	.0857615114255565	-.366966196131108	.0213265059843684	1	.8	.8	.533333333333333	.333333333333333	.6	7.63	2.02	.4	1
78122	1	37	21	2	2	21	2	21	5	3	4	-.521137288833833	-.810002042274447	-.796732315164313	.8	.8	.8	.8	.466666666666667	1	6.62	2.08	-.2	1
78444	1	36	26	3	3	26	3	26	10	9	9	1.41012909135002	1.21132702450807	.635081758928687	1	1	1	.866666666666667	.8	1	4.97	1.11	.2	0
78504	2	37	32	-99.99	3	31	3	31	5	7	3	-.800341892315748	-.31255192022812	-.360409631158414	.8	.8	.8	.333333333333333	.466666666666667	.6	5.3	1.52	.2	0
78532	2	26	32	1	 	 	 	 	10	 	 	.425181224687809	 	 	1	 	 	.666666666666667	.666666666666667	.6	5.86	2.22	.2	1
78598	2	27	17	2	 	 	 	 	9	 	 	1.24811995634125	 	 	1	 	 	.866666666666667	.4	.8	6.87	2.44	.6	1
79238	1	37	20	2	2	20	2	20	6	3	3	 	-.297981834201944	-.3418672877596	.8	1	1	.733333333333333	.4	.6	6.12666666666667	1.90333333333333	0	1
79427	1	37	32	6	1	30	1	32	8	8	8	.798851677451485	1.47463217782169	1.34799649598451	.6	.8	.8	.8	.666666666666667	.6	7.21	2.33	.2	1
79590	1	37	20	2	 	 	 	 	8	 	 	1.06713481792428	 	 	.8	 	 	.866666666666667	.8	.8	6.05	1.93	.4	1
79631	2	32	32	9	5	32	-99.99	-99.99	5	5	1	-.270382956799596	-.314663229621625	-.50841472700451	1	 	1	.866666666666667	.933333333333333	.4	5.39	1.55	-1	0
79681	1	27	24	3	 	 	 	 	7	 	 	.736560631119102	 	 	1	 	 	.733333333333333	.466666666666667	.6	5.01	1.31	0	0
79708	2	32	32	1	2	13	1	30	7	7	6	-.141538603415297	.115670739406358	-.114194540928093	.6	.6	.6	.866666666666667	.3	.6	7.03	2.42	0	1
80178	1	26	15	2	2	13	2	13	8	9	8	.644257521440657	1.00629697270613	.617140372556722	.8	1	1	.666666666666667	.733333333333333	1	7.03	2.35	.4	1
80256	2	18	30	8	1	30	1	15	5	5	5	-.508699895536371	-.0336939883665472	.109844173398814	.6	.6	.6	.666666666666667	.6	.4	7.03	2.56	1	1
80267	1	35	22	2	2	22	 	 	8	8	 	1.05913456222264	1.16334759134731	 	1	.8	 	.666666666666667	.333333333333333	.6	7.12	2.33	.4	1
80286	2	40	13	2	2	13	2	13	3	2	2	 	-.963668740660661	-1.3360494017628	.8	1	.8	.666666666666667	.666666666666667	.8	6.96	2.45	-.2	1
80320	1	37	13	1	2	13	 	 	6	10	 	.37548188202262	.37563682822164	 	.6	1	 	.733333333333333	.6	.6	6.09	2.28	-.4	1
80325	1	37	17	6	2	15	1	15	5	2	2	-1.19790381292134	-.41912456200857	-1.18570992669144	.2	1	1	.8	.533333333333333	1	7.09	2.68	0	1
80433	2	26	20	1	1	20	1	20	1	1	1	-1.72905972255852	-1.22926713141974	-1.62946896960412	1	1	1	.733333333333333	.8	1	6.1	1.97	-.4	1
80513	2	30	25	5	5	25	 	 	4	3	 	 	-1.14187707702469	 	.8	.6	 	.8	.533333333333333	.6	5.39	1.55	.4	0
80640	1	31	26	7	3	26	3	24	8	2	2	-1.18509450748671	-.383525298632648	-.310634713377225	1	1	1	.8	.733333333333333	.6	4.95	1.2	-.6	0
80644	1	29	13	6	1	13	1	-99.99	10	10	10	1.96194538478202	1.39296596896786	1.42517036193776	1	1	1	.533333333333333	.4	.6	7.07	2.32	0	1
81037	1	37	32	1	6	32	6	32	3	2	3	-1.1629341503894	-1.64018415059794	-1.36060468593907	.8	.8	.8	.866666666666667	.466666666666667	1	5.95	2.09	-.4	1
81325	1	33	19	1	 	 	 	 	10	 	 	.38110832643697	 	 	1	 	 	.4	.333333333333333	.6	6.08	2.58	-.6	1
81392	1	26	30	2	 	 	 	 	6	 	 	-.171264513364856	 	 	.8	 	 	.733333333333333	.6	.6	6.9	2.85	0	1
81715	2	37	15	1	 	 	 	 	10	 	 	 	 	 	1	 	 	.866666666666667	1	.4	6.82	2.48	1	1
81939	2	52	30	3	3	31	3	32	5	2	3	 	-.805844560725899	-.431891889645883	.4	.8	.6	.8	.333333333333333	1	5.21	1.48	-.6	0
81988	1	37	31	3	3	25	3	31	4	4	3	-.534139390855333	-.453857887909985	-1.0186852462396	.6	.2	.6	.8	.2	.6	5.69	1.62	0	0
82070	1	36	26	7	7	33	9	25	10	6	 	 	.240409588443597	.30807977687736	1	1	 	.933333333333333	.2	.6	5.04	1.16	0	0
82117	1	33	31	3	3	31	 	 	8	7	 	-.061743942731599	.253941435986209	 	.8	.8	 	.733333333333333	.6	.6	5.27	1.53	-.2	0
82214	2	66	-99.99	-99.99	9	-99.99	 	 	10	10	 	 	.93132288031128	 	1	1	 	.2	.2	.8	4.96	1.18	-.4	0
82377	2	35	-99.99	1	6	11	 	 	10	10	 	.208104716844956	1.00688144945421	 	.8	1	 	.6	.2	.6	6.34	2.68	0	1
82433	1	34	32	6	1	32	1	30	8	7	7	.0684464272044349	.166334171123991	.184946387074157	1	.8	.8	.8	.6	.6	6.9	2.85	-.2	1
82642	2	26	17	1	1	17	 	 	6	8	 	.738643507659179	.469875641591386	 	1	.8	 	.733333333333333	.333333333333333	.6	6.97	2.61	-.2	1
82676	1	26	32	1	1	11	 	 	6	6	 	-.442467053273085	-.824576007736487	 	1	.8	 	.533333333333333	.266666666666667	.6	6.25	2.37	0	1
82720	1	37	15	2	2	15	2	15	2	2	3	-1.04791969394076	-1.54453374059318	-1.04733879218472	.8	1	1	.933333333333333	.4	.6	6.89	2.55	-.4	1
82778	1	25	19	1	1	19	1	19	6	8	8	.385413861790223	.354409570134598	.278792803238617	1	1	1	.533333333333333	.6	.6	6.1	2.63	.2	1
82924	2	20	30	2	 	 	 	 	7	 	 	1.42021684811047	 	 	1	 	 	.466666666666667	.466666666666667	.6	6.08	2.26	.4	1
83352	1	36	22	1	1	22	1	22	7	7	7	-.0215664681573183	.374276748060576	.495767907653672	.8	.8	1	.866666666666667	.4	1	7.83	1.81	.4	1
83493	1	36	15	6	1	15	2	15	1	1	1	-1.8185122869459	-2.54327422844952	-2.05273691918486	1	1	1	.666666666666667	.8	.6	6.82	2.48	-.6	1
83823	2	30	17	1	1	17	 	 	10	5	 	.666430933554718	.736305086209468	 	.6	1	 	.733333333333333	.2	.6	6.82	2.48	0	1
83838	1	29	13	2	 	 	 	 	9	 	 	.62085392848758	 	 	1	 	 	.666666666666667	.2	1	6.82	2.48	.2	1
83909	1	25	25	-99.99	9	25	5	33	5	3	6	 	-.659016320621843	-.351368295558283	.4	.8	.6	.533333333333333	.2	.8	6.062	1.252	-.2	0
84392	2	29	31	5	5	31	5	31	2	4	5	-1.74947193548383	-1.05382954682349	-1.22649650981078	.8	.6	1	.533333333333333	.666666666666667	.6	5.6625	2.2225	-.8	0
84454	2	39	33	3	9	26	3	26	6	1	5	-.441959893144917	-.442977132390215	-.258033667659586	.8	.8	1	.733333333333333	.533333333333333	1	4.975	1.15	0	0
84482	2	34	23	1	1	23	1	23	5	7	3	 	-.539629724149398	-.479715829957346	.2	.6	1	.666666666666667	.6	.8	7.55	2.59	0	1
84572	2	27	19	1	1	19	2	-99.99	10	10	10	.890087881325081	1.36152118086109	1.20481956204833	1	1	1	.533333333333333	.3	.6	6.22	2.55	.6	1
84745	1	31	32	3	5	31	5	31	3	1	1	-1.75120687068663	-1.81581560262025	-1.52583416750456	1	.8	.8	.6	.333333333333333	.4	5.39	1.55	0	0
85039	1	28	15	2	6	15	2	15	4	3	2	-1.25986380852341	-1.92986598965081	-2.29470665932171	1	1	1	.8	.533333333333333	.6	6.96	2.45	-.6	1
85163	2	28	14	6	6	30	6	30	7	8	8	.0963586845623156	.205009309461763	.154492615319967	1	1	.8	.8	.5	.6	6.09	1.91	.2	1
85236	2	57	26	3	5	26	5	31	8	9	10	.823889504065675	.520838713376909	.465962976536975	1	1	1	.333333333333333	.6	.6	5.04	1.41	.4	0
85540	2	36	30	1	1	32	1	15	8	8	5	1.39028288644886	1.00931796349613	.993884452525554	1	1	1	.733333333333333	.3	.6	6.14	1.77	0	1
85685	1	30	33	3	7	31	7	32	5	3	6	 	-1.24443045624193	-.428847270991917	.6	.6	.8	.466666666666667	.533333333333333	.4	5.39	1.55	0	0
85726	1	36	15	9	1	15	1	15	10	7	9	.562348851875111	.33078692222984	-.022917629759176	.8	.8	.8	.8	.6	.8	6.91	1.93	 	1
85874	2	26	-99.99	2	2	30	2	30	7	5	6	.866852174862325	.859545053953237	1.21232730666536	1	.4	1	.6	.2	.6	5.96	2.27	0	1
85924	2	19	31	3	5	25	 	 	5	4	 	-.882932853816523	-1.013736536423	 	.6	.6	 	.666666666666667	.2	.6	5.85	2.42	-.2	0
85950	1	37	15	6	1	15	6	15	10	10	10	.473018935930962	.191176778442813	1.20253308961736	1	.8	1	.866666666666667	.333333333333333	.6	6.87	2.52	.6	1
86008	2	37	30	5	5	31	5	32	3	3	3	-1.08881848328371	-1.06122848730801	-1.0713307487743	1	1	.8	.8	.2	.8	5.74	1.11	.4	0
86048	1	28	20	1	1	20	 	 	8	7	 	.646236202035022	.730381880494083	 	.8	.8	 	.6	.6	.8	5.86	2.22	0	1
86129	1	31	17	1	6	17	 	 	10	10	 	1.51376341570985	1.63645034335055	 	.2	1	 	.6	.533333333333333	.6	5.96	1.94	1	1
86327	2	25	15	8	 	 	 	 	8	 	 	.243075450804624	 	 	.8	 	 	.933333333333333	.2	.4	6.91	2.52	.6	1
86430	1	29	17	6	2	28	1	28	8	9	8	.763469862664031	.457550941669273	.683937863726048	.8	.8	.8	.8	.266666666666667	.6	5.96	1.94	0	1
86483	1	36	-99.99	3	5	31	5	31	8	9	8	.437062289745322	.519575084046096	.812785160261366	.8	.8	.8	.533333333333333	.733333333333333	1	5.39	1.55	.4	0
86573	2	29	18	1	1	30	1	18	10	10	10	.911388203144727	.845304541628585	1.11617432454818	.8	1	1	.733333333333333	.533333333333333	.8	6.7	2.52	.2	1
86575	1	35	11	2	2	11	2	-99.99	1	3	7	-.927103776671192	-1.05931055309094	.441977935913132	1	.2	.8	.533333333333333	.2	.6	6.305	1.7075	-.4	1
86706	2	28	32	8	7	31	7	31	6	6	1	-1.40722993249214	-.539341730042703	-.949597682601989	.8	.8	1	.733333333333333	.266666666666667	.6	6.062	1.252	-.2	0
86734	2	33	21	2	2	13	 	 	8	7	 	-.102407123176302	.398781965283404	 	.8	.6	 	.733333333333333	.333333333333333	.6	6.665	2.09	-.4	1
86857	2	26	13	2	 	 	 	 	6	 	 	.154901934514266	 	 	.8	 	 	.733333333333333	.466666666666667	.6	6.69	2.46	.4	1
87091	2	27	32	1	1	30	1	30	5	4	4	-.650878623729045	-.857511352066202	-.958150830458323	.4	.8	.8	.6	.466666666666667	.8	6.31	2.43	-.2	1
87639	1	37	-99.99	6	 	 	 	 	8	 	 	1.27518724055622	 	 	1	 	 	.466666666666667	.266666666666667	.6	6.45	2.44	0	1
87785	2	36	31	3	7	31	 	 	6	8	 	-.443396629530411	-.0948281708602049	 	.6	.4	 	.866666666666667	1	.6	5.47	2.11	-.2	0
87873	1	35	30	6	8	30	 	 	10	8	 	1.16574605444847	1.08279904772536	 	.2	1	 	.866666666666667	.533333333333333	.8	6.97	2.61	.2	1
87892	1	31	24	-99.99	-99.99	30	9	31	3	3	3	-.651702581045647	-1.38965934668489	-1.40441732912788	.4	.6	.4	.333333333333333	.2	.6	5.33	1.56	-.6	0
88064	1	29	30	8	 	 	 	 	10	 	 	1.28509153510899	 	 	1	 	 	.666666666666667	.6	.6	7.07	2.37	.6	1
88337	2	27	32	5	9	24	5	31	2	9	5	 	.485026326361121	.649185628673553	.6	.8	.8	.733333333333333	.5	.6	5.67	2.59	0	0
88559	1	22	26	3	3	26	 	 	7	2	 	-.161409321594896	-1.05049049273505	 	1	.6	 	.4	.266666666666667	.6	4.99	1.17	0	0
88933	1	32	30	2	2	20	 	 	7	7	 	-.737398809539048	-.545380118892055	 	.8	.8	 	.866666666666667	.8	.6	5.84	1.92	0	1
88934	1	34	19	6	2	19	2	19	8	8	8	.00971150230803919	.250713921560067	.186653435473656	1	.8	.8	.733333333333333	.466666666666667	.6	6.14	2.66	-.2	1
88992	2	35	30	6	6	21	1	30	6	7	7	-.160444876897884	.0758051355138038	.308749496270563	.6	.8	1	.933333333333333	.2	.6	6.76	2.21	0	1
88996	2	22	30	2	2	30	2	15	10	8	9	.479865841241272	.277034792375685	.43277880112829	.8	1	1	.866666666666667	.6	.4	6.37	2.4	.2	1
89133	1	33	20	1	 	 	 	 	10	 	 	1.82859952790606	 	 	1	 	 	.533333333333333	.933333333333333	.6	5.96	1.94	.6	1
89303	2	31	-99.99	8	5	32	 	 	6	7	 	-.173778493040125	-.0717039834041002	 	.8	1	 	.533333333333333	.466666666666667	.6	5.54	1.31	 	0
89335	2	35	31	-99.99	 	 	 	 	1	 	 	-2.43054021704511	 	 	.8	 	 	.4	.2	.4	5.6075	2.085	.6	0
89383	1	36	13	1	1	13	1	15	6	5	5	-.470970655107741	-.433184341448244	-.485760322920584	1	.6	.6	.866666666666667	.333333333333333	.6	6.7	2.49	0	1
89391	1	30	17	2	2	17	2	17	8	8	8	.682268774724438	1.15753029727096	1.13461682885848	.8	1	1	.8	.733333333333333	.6	6.265	2.255	.6	1
89493	2	31	30	9	9	32	2	32	8	1	1	-.147872294431666	-1.87117351865022	-1.0750822412509	1	1	.8	.4	.2	.6	7.07	2.32	-.4	1
89589	1	25	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	2	2	1	-1.7809415621732	-1.15637438268574	-1.56958873611145	.8	1	1	.2	.2	.6	4.99	1.15	-.6	0
89759	1	29	-99.99	3	3	31	3	31	6	6	8	-.538932824764294	-.210500249530904	.698702990303042	.6	.8	1	.466666666666667	.266666666666667	.6	5.76	2.49	-.2	0
89857	2	32	15	2	2	15	2	15	8	8	8	1.63759131122881	.962580986649143	.995390004831812	1	1	1	.866666666666667	.6	1	6.85333333333333	2.65333333333333	0	1
89954	1	37	-99.99	1	2	-99.99	1	-99.99	8	10	10	1.11513285143601	1.0139636882241	.706545461227398	.8	1	1	.266666666666667	.533333333333333	.6	7.6	2.44	0	1
90164	1	29	13	2	 	 	 	 	5	 	 	-.62428156485381	 	 	1	 	 	.6	.333333333333333	.8	6.87	2.44	0	1
90532	1	25	15	2	1	13	 	 	10	10	 	.808732770646487	1.79636398635583	 	1	1	 	.666666666666667	.466666666666667	.6	6.86	2.56	0	1
90613	1	25	20	6	2	20	 	 	8	8	 	.622351476294146	.564574667071233	 	1	.8	 	.733333333333333	.4	1	6.04	1.89	.2	1
90809	1	37	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	5	8	8	-.258434117191987	-.482518904795491	.353083940872102	1	.8	1	.2	.733333333333333	.6	5.495	1.67	 	0
91079	1	29	11	1	9	11	-99.99	11	9	10	10	.542088912427763	.675740112572892	.846753342154534	.8	1	1	.6	.6	.6	6.485	2.325	0	1
91191	1	29	30	6	6	32	6	30	5	8	7	-.584717254771825	.174370510867016	.0274284185495586	.6	.8	.8	.733333333333333	.6	.6	6.04	1.97	0	1
91206	1	39	32	6	6	30	1	30	10	8	5	.649988598080964	.855976425737099	1.16658633059464	.8	1	.8	.733333333333333	.6	.6	6.35	2.41	0	1
91633	2	28	11	2	2	11	 	 	10	9	 	.974746221059884	.708177527814382	 	1	.8	 	.6	.733333333333333	.6	6.56	2.52	.6	1
91806	1	35	15	2	-99.99	15	2	15	3	5	6	-.719429676875899	-1.25764016515032	-1.07104498208233	.8	.6	.8	.666666666666667	.533333333333333	.6	6.93	2.68	.4	1
91994	1	30	31	3	3	31	3	31	7	7	7	.347288522232496	-.0171686330251233	-.185926320288474	.8	.8	.8	.666666666666667	.266666666666667	.6	5.39	1.6	.6	0
92141	2	37	26	7	7	26	7	26	7	2	2	-.0978786916069268	-.994313504555297	-1.16050218232043	.8	.8	1	.8	.6	.4	4.995	1.285	0	0
92673	1	36	-99.99	1	 	 	 	 	8	 	 	 	 	 	1	 	 	.666666666666667	.2	.6	5.95	1.55	.4	1
92780	1	35	30	2	2	11	2	11	10	8	8	1.70872658422038	1.75561969679785	1.87983664043631	1	1	.8	.6	.4	.6	6.98	1.95	.6	1
92797	1	36	13	2	 	 	 	 	7	 	 	-.3038019271613	 	 	1	 	 	.733333333333333	.333333333333333	1	6.6	2.44	-.2	1
92807	1	36	18	2	2	18	 	 	8	10	 	1.16293525750487	1.60523705915798	 	1	1	 	.733333333333333	.733333333333333	.6	6.5	2.44	0	1
92856	1	28	-99.99	1	1	-99.99	1	-99.99	5	3	5	 	-.270841354613434	-.302854469002071	.8	.4	.6	.466666666666667	.2	.2	6.36	2.36	0	1
92865	1	33	19	2	2	19	2	19	5	5	5	-.396734702441148	-1.46475538939185	-.681837512393318	1	1	.8	.333333333333333	.2	.6	6.11	2.67	-.4	1
